verdict	cle	chambre	amendement	sort	auteur	dossier	article	segment	longueur_fenetre	vise	nb_segments_fenetre	fenetre	dispositif	segment_texte	url
juste	eae8dc264ca12136	senat	229 rect.	Adopté	LE GOUVERNEMENT	JORFDOLE000021369332	L122-3	LEGIARTI000024039758:2	60	oui	1	rat conclu consécutivement à la mise en œuvre de la pratique	Après l'article 26, insérer un article additionnel ainsi rédigé : Le code de la consommation est ainsi modifié : 1° Les 1°, 4° et 5° de l'article L. 115-30 sont abrogés ; 2° Le dernier alinéa de l'article L. 121-8 est supprimé ; 3° Le premier alinéa de l'article L. 121-35 est complété par les mots : « dès lors que la pratique en cause revêt un caractère déloyal au sens de l'article L. 120-1 » ; 4° […]	Tout contrat conclu consécutivement à la mise en œuvre de la pratique commerciale illicite visée au premier alinéa du présent article est nul et de nul effet.	//www.senat.fr/amendements/2010-2011/21/Amdt_229.html
juste	eb81c40335e91a49	senat	430 rect.	Adopté	Mme Michèle ANDRÉ	JORFDOLE000027383756	L311-17	LEGIARTI000028748089:3	60	oui	1	utre les informations obligatoires prévues à l'article l. 31	Rédiger ainsi cet article : L’article L. 311‑17 du code de la consommation est ainsi rédigé : « Art. L. 311-17 .- Lorsque le crédit renouvelable mentionné à l’article L. 311‑16 est assorti d’un programme ouvrant droit à des avantages de toute nature, le bénéfice de ces avantages ne peut être subordonné au paiement à crédit. Dans ce cas, le prêteur ou l’intermédiaire de crédit a l’obligation de pro […]	Outre les informations obligatoires prévues à l'article L. 311-18, le contrat de crédit indique à l'emprunteur les modalités selon lesquelles cette carte offre la possibilité de payer au comptant ou à crédit et l'informe des modalités d'utilisation du crédit.	//www.senat.fr/amendements/2012-2013/810/Amdt_430.html
juste	ebe4be45c2ce3cc0	senat	95	Adopté	M. HYEST	JORFDOLE000017760141	L331-3	LEGIARTI000006292631:1	60	sans visée	1	en cas de rejet d'un avis de prélèvement postérieur à la not	Rédiger comme suit le 2° du IV de cet article 2° Le deuxième alinéa est compété par une phrase ainsi rédigée : « En cas de rejet d'un avis de prélèvement postérieur à la notification de la décision de recevabilité, les créanciers ne peuvent percevoir des frais ou commissions y afférents. »	La commission vérifie que le demandeur se trouve dans la situation définie à l'article L. 331-2. En cas de rejet d'un avis de prélèvement postérieur à la notification de la décision de recevabilité, les créanciers ne peuvent percevoir des frais ou commissions y afférents.	//www.senat.fr/amendements/2002-2003/398/Amdt_95.html
juste	ed7c4564003e20bc	senat	664	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L121-35	LEGIARTI000028747839:2	60	oui	1	i ces objets appartiennent à la catégorie de produits et ing	Après l'article 13 Insérer un article additionnel ainsi rédigé : L’article L. 121-35 du code de la consommation est ainsi rédigé : « Art. L. 121-35 - Est interdite toute vente ou offre de vente de produits ou de biens ou toute prestation ou offre de prestation de services faite aux consommateurs et donnant droit, à titre gratuit, immédiatement ou à terme, à une prime consistant en produits, biens  […]	Si ces objets appartiennent à la catégorie de produits et ingrédients, définis à l'article L. 3511-1 du code de la santé publique, ils ne doivent comporter aucune référence, graphisme, présentation ou tout autre signe distinctif qui rappelle un produit ou un ingrédient, défini à ce même article. Dans ce cas, les avertissements sanitaires relatifs aux dangers du tabac doivent être mentionnés. Les r […]	//www.senat.fr/amendements/2012-2013/810/Amdt_664.html
faux	f0da0f00036123a5	assemblee	49	Adopté	M. Frédéric Barbier	JORFDOLE000027383756	L121-83-2	LEGIARTI000028742092:0	60	sans visée	1	rticle l. 44 du code des postes et des communications électr	Compléter cet article par les quatre alinéas suivants : « III. – L’article L. 44 du code des postes et des communications électroniques, est ainsi modifié : « 1° Après le douzième alinéa, il est inséré un alinéa ainsi rédigé : « Dans le cas d’un contrat conclu à distance, à la suite d’un démarchage téléphonique ou hors établissement, et dont le consommateur a demandé l’exécution avant la fin du dé […]	Dans le cas d'un contrat conclu à distance, à la suite d'un démarchage téléphonique ou hors établissement, et dont le consommateur a demandé l'exécution avant la fin du délai de rétractation prévu à l'article L. 121-21 et, le cas échéant, à l'article L. 121-21-1 du présent code, la demande de conservation du numéro prévue à l'article L. 44 du code des postes et des communications électroniques adr […]	
douteux	f1d7dd84e7d01289	senat	118	Adopté	Mme ESCOFFIER	JORFDOLE000020542090	L311-26	LEGIARTI000022425786:11	60	sans visée	1	nt obligatoirement, en caractères lisibles, sur la première	Compléter le E de cet article par deux alinéas ainsi rédigés : ...° Il est complété par un alinéa ainsi rédigé : « Ces informations, à l'exception de celles mentionnées au huitième alinéa, figurent obligatoirement, en caractères lisibles, sur la première page du document adressé à l'emprunteur. »	Ces informations figurent obligatoirement, en caractères lisibles, sur la première page du document adressé à l'emprunteur.	//www.senat.fr/amendements/2008-2009/448/Amdt_118.html
juste	f1e928269804e137	senat	523	Adopté	Mme BATAILLE	JORFDOLE000027383756	L121-45	LEGIARTI000028744506:0	60	sans visée	1	ostes et des communications électroniques, propose aux conso	I. – Après l’alinéa 9 Insérer trois alinéas ainsi rédigés : « Art. L. 121‑44‑1. – Tout fournisseur d’un service téléphonique au public, au sens du 7° de l’article L. 32 du code des postes et des communications électroniques, propose aux consommateurs avec lesquels il est en relation contractuelle un dispositif leur permettant de signaler, par messages textuels, les appels et messages textuels non  […]	Tout fournisseur d'un service téléphonique au public, au sens du 7° de l'article L. 32 du code des postes et des communications électroniques, propose aux consommateurs avec lesquels il est en relation contractuelle un dispositif leur permettant de signaler, par messages textuels, les appels et messages textuels non sollicités émis par des professionnels et le numéro de téléphone de leurs émetteur […]	//www.senat.fr/amendements/2012-2013/810/Amdt_523.html
juste	f272be42c3708e8c	senat	190 rect. ter	Adopté	M. VINCENT	JORFDOLE000026795365	L312-3-1	LEGIARTI000027759656:1	60	oui	1	informés des risques inhérents à un tel contrat de prêt et l	Après l’article 17 Insérer un article additionnel ainsi rédigé : La section 1 du chapitre II du titre I er du livre III du code de la consommation est complétée par un article L. 312-3-1 ainsi rédigé : « Art. L. 312-3-1 – Les emprunteurs, personnes physiques n'agissant pas pour des besoins professionnels, ne peuvent contracter de prêts libellés dans une devise étrangère à l'Union européenne rembou […]	Ils sont informés des risques inhérents à un tel contrat de prêt et les possibilités éventuelles de conversion des remboursements en monnaie nationale en cours de prêts leur sont précisées avant l'émission de l'offre de prêt.	//www.senat.fr/amendements/2012-2013/423/Amdt_190.html
juste	f528915630ace9e9	assemblee	30	Adopté	M. Jean-Louis Bricout	JORFDOLE000027383756	L121-107	LEGIARTI000028741260:0	60	sans visée	1	écrits, le consommateur n'étant engagé que par sa signature	I. – Après l’alinéa 35, insérer les vingt-cinq alinéas suivants : « Section 17 « Contrats relatifs au gaz de pétrole liquéfié « Art. L. 121‑105. – Les dispositions de la présente section s’appliquent aux contrats souscrits par un consommateur ayant pour objet la fourniture de gaz de pétrole liquéfié en vrac, la mise à disposition ou la vente de matériels de stockage de gaz de pétrole liquéfié en v […]	Les contrats mentionnés à l'article L. 121-106 sont écrits, le consommateur n'étant engagé que par sa signature. Ces contrats doivent préciser au moins les informations suivantes sous une forme claire, détaillée et aisément accessible :	
juste	f66491e0c8e5fea4	senat	A-1	Adopté	LE GOUVERNEMENT	JORFDOLE000017760141	L332-5	LEGIARTI000006292676:1	60	sans visée	1	au cours des trois mois suivant la date d'expiration du déla	(Art. L. 332-5-1 du code de la consommation) Compléter le texte proposé par le V de cet article pour insérer un article L. 332‑5‑1 dans le code de la consommation par une phrase ainsi rédigée : « Au cours des trois mois suivant la date d'expiration du délai visé au premier alinéa de l'article L. 331‑3, le taux d'intérêt applicable à tous les emprunts en cours contractés par le débiteur est le taux […]	Si, au terme d'un délai de neuf mois à compter du dépôt du dossier, la commission n'a pas décidé de son orientation, le débiteur peut saisir le juge aux fins d'ouverture d'une procédure de rétablissement personnel. Au cours des trois mois suivant la date d'expiration du délai visé au premier alinéa de l'article L. 331-3, le taux d'intérêt applicable à tous les emprunts en cours contractés par le d […]	//www.senat.fr/amendements/2002-2003/398/Amdt_A-1.html
juste	f6aabefea98d611c	assemblee	993	Adopté	LE GOUVERNEMENT	JORFDOLE000027383756	L116-1	LEGIARTI000028743109:5	60	sans visée	1	tre produit bénéficiant d'une indication géographique lorsqu	Compléter cet article par les treize alinéas suivants : « II. - Le titre I du livre I du code de la consommation, est complété par un chapitre VI ainsi rédigé : « Chapitre VI » « Dispositions relatives à l’outre-mer « Art. L. 116‑1.- L’article L. 115‑16 est applicable dans les îles Wallis et Futuna dans la rédaction suivante : « Est puni de deux ans d’emprisonnement et d’une amende de 35 800 000 f […]	"""5° De mentionner sur un produit la présence, dans sa composition, d'un autre produit bénéficiant d'une indication géographique lorsque cette mention détourne ou affaiblit la réputation de l'indication concernée."	
juste	f6f9eb2632b012e9	senat	190	Adopté	M. MERCIER	JORFDOLE000017760141	L331-3	LEGIARTI000006292631:5	60	sans visée	1	l'information des établissements de crédit et des comptables	Après le 3°du IV de cet article, insérer un alinéa ainsi rédigé : …° - Au sixième alinéa, la phrase suivante est ajoutée in fine : « L'information des établissements de crédit et des comptables du Trésor peut être effectuée par télécopie ou par courrier électronique dans des conditions fixées par décret » ;	Après avoir été informés par la commission de l'état du passif déclaré par le débiteur, les créanciers disposent d'un délai de trente jours pour fournir, en cas de désaccord sur cet état, les justifications de leurs créances en principal, intérêts et accessoires. A défaut, la créance est prise en compte par la commission au vu des seuls éléments fournis par le débiteur. L'information des établisse […]	//www.senat.fr/amendements/2002-2003/398/Amdt_190.html
juste	f96fe262402b71e5	assemblee	83	Adopté	M. Lionel Tardy	JORFDOLE000027383756	L111-1	LEGIARTI000028747416:4	60	sans visée	1	. la liste et le contenu précis de ces informations sont fix	Après le mot : « contractuelles », rédiger ainsi la fin de la l’alinéa 8 : « . La liste et le contenu précis de ces informations sont fixés par décret en Conseil d’État. ».	4° Les informations relatives à son identité, à ses coordonnées postales, téléphoniques et électroniques et à ses activités, pour autant qu'elles ne ressortent pas du contexte, ainsi que, s'il y a lieu, celles relatives aux garanties légales, aux fonctionnalités du contenu numérique et, le cas échéant, à son interopérabilité, à l'existence et aux modalités de mise en œuvre des garanties et aux aut […]	
juste	f9a3ae0c39b125ba	assemblee	653	Adopté	M. Razzy Hammadi	JORFDOLE000027383756	L423-10	LEGIARTI000028740967:0	60	sans visée	1	, le juge, après avoir statué sur la responsabilité du profe	Substituer aux alinéas 24 et 25 les trois alinéas suivants : « Art. L. 423‑4‑1. – Lorsque les consommateurs sont identifiés, le juge, après avoir statué sur la responsabilité du professionnel, peut condamner ce dernier, le cas échéant, sous astreinte prononcée au profit de l’association, à indemniser directement et individuellement, dans un délai déterminé, les consommateurs lésés, selon les modal […]	Lorsque l'identité et le nombre des consommateurs lésés sont connus et lorsque ces consommateurs ont subi un préjudice d'un même montant, d'un montant identique par prestation rendue ou d'un montant identique par référence à une période ou à une durée, le juge, après avoir statué sur la responsabilité du professionnel, peut condamner ce dernier à les indemniser directement et individuellement, dan […]	
juste	fa737515f306eda8	senat	348 rect. bis	Adopté	M. Joël BIGOT	JORFDOLE000038746653	L441-3	LEGIARTI000041556395:2	60	sans visée	1	la réparabilité du produit est considérée comme une des cara	Après l'article 4 ter Insérer un article additionnel ainsi rédigé : Après l’article L. 213‑4‑1 du code de la consommation, il est inséré un article L. 213‑4‑1‑…. ainsi rédigé : « Art. L. 213‑4‑1‑…. – Toute technique, y compris logicielle, par laquelle un metteur sur le marché vise à rendre impossible la réparation ou le reconditionnement d’un appareil hors de ses circuits agréés est interdite. « L […]	La réparabilité du produit est considérée comme une des caractéristiques essentielles du bien ou du service tel que défini aux articles L. 111-1 à L. 111-7 du présent code.	//www.senat.fr/amendements/2018-2019/728/Amdt_348.html
